,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
14263,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,박성주조에피부과의원,31,의원,110000,서울,110001,강남구,,6296,"서울특별시 강남구 남부순환로 2732, 3층 (도곡동)",02-2058-0730,,20140106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0448818,37.4858025
14264,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,박성진정형외과의원,31,의원,110000,서울,110018,송파구,,5564,"서울특별시 송파구 석촌호수로 80, 송천빌딩 2,5층 (잠실동)",02-418-0119,,20190416,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.086342,37.5091242
14275,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,박소배내과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2935, (대치동)",02-566-6866,,19930312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0613534,37.4939991
14277,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,박소아과의원,31,의원,110000,서울,110011,성동구,옥수동,4732,"서울특별시 성동구 독서당로 173, 205호 (옥수동, 극동그린아파트상가)",02-2291-9550,,19961223,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0109203,37.5415617
14283,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,박소아청소년과의원,31,의원,110000,서울,110012,성북구,동소문동5가,2872,"서울특별시 성북구 보문로 93, 4층 (보문동5가)",02-953-7582,,20030102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0200658,37.583565
14304,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,박순용정형외과의원,31,의원,110000,서울,110024,강북구,,1043,"서울특별시 강북구 노해로 81, (수유동)",02-903-0079,,20020422,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0220537,37.6428694
14321,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,박안과의원,31,의원,110000,서울,110011,성동구,성수동2가,4794,"서울특별시 성동구 성수이로 113, 3층 303호 (성수동2가)",02-467-7586,,20050314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0571368,37.545153
14323,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,박안과의원,31,의원,110000,서울,110021,서초구,,6547,"서울특별시 서초구 반포대로 287, 401호 (반포동, 래미안퍼스티지 중심상가)",02-592-6991,,20161123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0010992,37.5043414
14362,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,박영승정형외과의원,31,의원,110000,서울,110019,중랑구,,2010,"서울특별시 중랑구 동일로 861, 1층,3층 (묵동)",02-978-4754,,19910201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0780082,37.6073332
14368,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,박영준내과의원,31,의원,110000,서울,110009,마포구,망원동,3962,"서울특별시 마포구 월드컵로 155, 2층 (망원동, 가은빌딩)",02-324-2495,,20040503,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9049244,37.5613848
14380,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,박용상안과의원,31,의원,110000,서울,110021,서초구,,6512,"서울특별시 서초구 신반포로 205, 6동 417~418호 (잠원동, 반포쇼핑타운)",02-537-5572,,19830329,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0064782,37.5070249
14387,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,박용현내과의원,31,의원,110000,서울,110019,중랑구,면목동,2189,"서울특별시 중랑구 용마산로 438, 3층 (면목동, 동원빌딩)",02-435-8855,,20130329,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0975818,37.5902945
14389,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,박용현비뇨기과의원,31,의원,110000,서울,110011,성동구,행당동,4715,"서울특별시 성동구 왕십리로 309, 405호 (행당동, 왕십리역이스타빌)",02-2298-5022,,19960311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0345883,37.5613795
14411,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,박의수소아청소년과의원,31,의원,110000,서울,110006,도봉구,,1349,"서울특별시 도봉구 도봉로 733, (도봉동)",02-956-9393,,19920827,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0433277,37.6699298
14452,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,박일랑내과의원,31,의원,110000,서울,110007,동대문구,,2638,"서울특별시 동대문구 장안벚꽃로 107, 207호 (장안동)",02-2213-8252,,20040109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0747898,37.5694827
14469,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,박재완소아청소년과의원,31,의원,110000,서울,110003,강서구,방화동,7517,"서울특별시 강서구 양천로 73, 303호 (방화동, 멤브로빌딩)",02-2666-9476,,19940427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8118189,37.5737353
14488,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,박정수연세의원,31,의원,110000,서울,110021,서초구,,6715,"서울특별시 서초구 방배로 32, 205호 (방배동)",581-3735,,20110829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0003899,37.4778415
14490,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,박정신건강의학과의원,31,의원,110000,서울,110015,은평구,대조동,3396,"서울특별시 은평구 통일로 741, 5층 (대조동)",02-385-2319,,19890705,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9286013,37.6114224
14500,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,박정형외과의원,31,의원,110000,서울,110016,종로구,,3104,"서울특별시 종로구 종로 339, 3층 (창신동)",02-763-3300,,20180730,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0151281,37.5731663
14573,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,박찬현내과의원,31,의원,110000,서울,110021,서초구,,6783,"서울특별시 서초구 동산로 78, (양재동)",572-5944,,20020903,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0471769,37.4724584
14578,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,박창증정신건강의학과의원,31,의원,110000,서울,110016,종로구,,3188,"서울특별시 종로구 종로 22, 인주빌딩 604호 (서린동)",02-923-2375,,20180529,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9797107,37.5698831
14589,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,박철호 내과의원,31,의원,110000,서울,110019,중랑구,,2181,"서울특별시 중랑구 용마산로 502, 4층 (망우동, 영창빌딩)",02-2208-1977,,19971106,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1004518,37.5957658
14614,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz,박현수이비인후과의원,31,의원,110000,서울,110005,구로구,,8352,"서울특별시 구로구 개봉로 9, (개봉동)",02-2688-2386,,19871104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8561874,37.4865468
14638,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,박환실비뇨기과의원,31,의원,110000,서울,110017,중구,,4520,"서울특별시 중구 무교로 17, 무교빌딩 4층 (무교동)",734-2542,,20081103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9790555,37.5674081
14671,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,반에이치의원,31,의원,110000,서울,110021,서초구,,6611,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 15층 (서초동)",02-2042-2345,,20210506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.024458,37.5034826
14682,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,반포서울안과의원,31,의원,110000,서울,110021,서초구,반포동,6544,"서울특별시 서초구 잠원로 24, 402호 (반포동, 반포자이프라자)",02-599-7559,,20090914,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0098751,37.5071118
14684,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,반포성모정형외과의원,31,의원,110000,서울,110021,서초구,,6593,"서울특별시 서초구 고무래로 22, 쌍동빌딩 서관, 3층 일부 (반포동)",02-6956-7567,,20200225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0107813,37.5025783
14687,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,반포연세정형외과의원,31,의원,110000,서울,110021,서초구,,6512,"서울특별시 서초구 신반포로 213, 7동 4층 (잠원동, 반포쇼핑타운)",02-533-2202,,20160105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0072885,37.5072692
14688,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,반포예원이비인후과의원,31,의원,110000,서울,110021,서초구,반포동,6547,"서울특별시 서초구 신반포로 100, 2층 204호 (반포동, 래미안퍼스티지 신반포역상가)",02-595-0075,,20110317,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9957048,37.5030869
14689,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,반포키즈소아청소년과의원,31,의원,110000,서울,110021,서초구,,6523,"서울특별시 서초구 신반포로 257, 4층 (잠원동, 뉴타운)",02-533-7075,,20160303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0119428,37.508618
14695,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,발산연세이비인후과의원,31,의원,110000,서울,110003,강서구,내발산동,7651,"서울특별시 강서구 강서로 360, 203호 (내발산동, 솔레드림)",02-2675-7501,,20120302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8384047,37.5576973
14711,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,밝은내일안과의원,31,의원,110000,서울,110015,은평구,대조동,3385,"서울특별시 은평구 연서로 216, 4층 10호 (대조동, 아트캐슬주상복합상가)",02-387-9999,,20120412,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9201296,37.6178109
14716,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,밝은눈안과의원,31,의원,110000,서울,110018,송파구,,5551,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 월드타워동 11층 (신천동)",02-1600-5770,,20181217,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.1025625,37.5125702
14745,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,밝은봄소아청소년과의원,31,의원,110000,서울,110008,동작구,흑석동,6981,"서울특별시 동작구 흑석한강로 27, 106동  B104호 (흑석동, 흑석한강푸르지오상가)",02-814-9119,,20120822,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9653721,37.503001
14748,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,밝은빛김안과의원,31,의원,110000,서울,110021,서초구,,6616,"서울특별시 서초구 서초대로73길 9, 타임빌딩 (실제 3,4,7층) 공부상 4,5,8층 (서초동)",02-595-1113,,20201022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0252316,37.4983148
14750,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,밝은빛안과의원,31,의원,110000,서울,110015,은평구,응암동,3485,"서울특별시 은평구 응암로 183, 2층,3층 (응암동)",02-306-5554,,20060321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9166107,37.5884362
14759,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,밝은서울안과의원,31,의원,110000,서울,110020,양천구,신정동,8058,"서울특별시 양천구 중앙로 275, (신정동)",02-2694-0775,,20020128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.852237,37.5207853
14764,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,밝은성모안과의원,31,의원,110000,서울,110024,강북구,,1220,"서울특별시 강북구 도봉로 40, 대경빌딩 6층 (미아동)",02-984-1515,,20000310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0304487,37.6125873
14779,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,밝은소리이비인후과의원,31,의원,110000,서울,110015,은평구,응암동,3462,"서울특별시 은평구 은평로 170, 303호 (응암동, 상현빌딩)",02-388-2080,,20140305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9266658,37.601101
14786,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,밝은안과의원,31,의원,110000,서울,110017,중구,태평로2가,4514,"서울특별시 중구 서소문로 138, 7층 (태평로2가, 대한일보빌딩)",02-771-0061,,20041020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.976307,37.5636696
14814,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,밝은이안과의원,31,의원,110000,서울,110005,구로구,,8269,"서울특별시 구로구 경인로 193, 상임빌딩 4층 (오류동)",02-2615-0075,,20040901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8425929,37.4957903
14827,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,밝은희망안과의원,31,의원,110000,서울,110019,중랑구,,2214,"서울특별시 중랑구 사가정로 399, 동부빌딩 2층 (면목동)",02-433-8200,,20180102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.089218,37.5807748
14836,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,방내과의원,31,의원,110000,서울,110006,도봉구,,1426,"서울특별시 도봉구 해등로 123, (창동)",02-998-5005,,19911007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0405107,37.6545237
14844,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,방배성모정형외과의원,31,의원,110000,서울,110021,서초구,방배동,6683,"서울특별시 서초구 방배로 111, 2층 (방배동, 근복빌딩)",02-597-2114,,20021008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9956497,37.4839058
14860,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,방실방실소아과의원,31,의원,110000,서울,110018,송파구,,5628,"서울특별시 송파구 백제고분로50길 31, (방이동, 2층)",02-417-4900,,20051005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1182054,37.5134263
14864,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,방외과의원,31,의원,110000,서울,110024,강북구,수유동,1111,"서울특별시 강북구 삼양로 318, (수유동, 방외과)",02-984-1255,,19960415,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0179668,37.6317903
14867,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,방이정형외과의원,31,의원,110000,서울,110018,송파구,,5631,"서울특별시 송파구 백제고분로 466, 5층 (방이동)",02-425-0005,,20051101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1135781,37.5119646
14900,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,배비뇨기과의원,31,의원,110000,서울,110025,금천구,,8628,"서울특별시 금천구 시흥대로 222, 2층 (시흥동)",02-802-5570,,19870526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9012843,37.4537176
14908,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,배선우내과의원,31,의원,110000,서울,110008,동작구,,7069,"서울특별시 동작구 시흥대로 644, (신대방동)",02-848-1188,,19941126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9070504,37.489173
14910,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,배소아청소년과의원,31,의원,110000,서울,110008,동작구,,7041,"서울특별시 동작구 상도로 102, 2층 (상도동, 성대시장)",02-823-2890,,19990210,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9317763,37.4999427
14918,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,배용표내과의원,31,의원,110000,서울,110024,강북구,수유동,1041,"서울특별시 강북구 삼양로 420, (수유동, 배용표내과)",02-999-7543,,19870310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0171296,37.6410229
14929,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,배정보이비인후과의원,31,의원,110000,서울,110001,강남구,,6330,"서울특별시 강남구 개포로 516, 202호 (개포동, 개포주공아파트)",3411-8292,,19831217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0704418,37.4886321
14955,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,백내과의원,31,의원,110000,서울,110022,노원구,공릉동,1861,"서울특별시 노원구 동일로 1003, 2층 (공릉동)",02-977-3833,,20030721,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.074654,37.6197183
14968,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,백명기의원,31,의원,110000,서울,110017,중구,,4536,"서울특별시 중구 명동8길 45, 3,4층 (충무로2가)",775-9238,,19980407,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9850667,37.5617322
14970,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,백민의원,31,의원,110000,서울,110016,종로구,,3159,"서울특별시 종로구 종로 33, 타워1동 401호 (청진동, 그랑서울)",02-3789-1937,,20140124,2,1,0,0,1,0,0,0,0,0,0,0,0,0,126.9814392,37.57096
14980,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,백상정신건강의학과의원,31,의원,110000,서울,110003,강서구,,7654,"서울특별시 강서구 공항대로 426, 405호 (화곡동, VIP오피스텔)",02-2696-0913,,19920224,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8542321,37.5548273
14992,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,백설소아과의원,31,의원,110000,서울,110017,중구,,4595,"서울특별시 중구 다산로 32, 상가5동 2층 225호 (신당동, 남산타운)",2256-2288,,20040524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0097435,37.5500494
14996,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,백세내과의원,31,의원,110000,서울,110015,은평구,,3396,"서울특별시 은평구 불광로 17, 3,4층 (대조동, 대흥빌딩)",02-354-1088,,20160513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9280749,37.6100644
15013,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,백신경외과의원,31,의원,110000,서울,110009,마포구,,3970,"서울특별시 마포구 월드컵로 128, (성산동)",02-334-8822,,20030123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9071517,37.559662
15027,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,백운규안과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 1동 306호 (신천동, 장미아파트비상가)",02-415-5100,,19830427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1017233,37.517819
15103,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,밸런스정형외과의원,31,의원,110000,서울,110003,강서구,,7548,"서울특별시 강서구 양천로 510, 현대프린스텔 2층 201,213,214호 (등촌동)",02-3661-5785,,19990621,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.856347,37.5601251
15137,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,벗이비인후과의원,31,의원,110000,서울,110003,강서구,,7599,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 3층 303,304호 (마곡동)",02-2664-7600,,20160509,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8185711,37.5667077
15164,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,베리굿피부과의원,31,의원,110000,서울,110001,강남구,,6031,"서울특별시 강남구 논현로 841, (신사동, 제이비 미소빌딩 306호)",02-514-3880,,20160406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.027762,37.5240297
15181,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,베스트내과의원,31,의원,110000,서울,110005,구로구,,8293,"서울특별시 구로구 구로중앙로 134, 4층 (구로동, 신구로자이나인스에비뉴)",02-562-8656,,20140624,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.8846199,37.4999176
15202,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,베스트산부인과의원,31,의원,110000,서울,110013,영등포구,,7442,"서울특별시 영등포구 시흥대로 675, 3층 303호 (대림동, 삼성YJ그랜드빌딩)",02-836-2233,,20160520,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9084725,37.4920292
15225,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,베스트의원,31,의원,110000,서울,110010,서대문구,,3605,"서울특별시 서대문구 홍은중앙로 100-1, (홍은동)",02-379-3375,,20060303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.948653,37.5994018
